datetime_utc,j_conds,j_dewptm,j_fog,j_hail,j_heatindexm,j_hum,j_precipm,j_pressurem,j_rain,j_snow,j_tempm,j_thunder,j_tornado,j_vism,j_wdird,j_wdire,j_wgustm,j_windchillm,j_wspdm,target_o_tempm
20171214-12:00,Clear,17,0,0,,51,,1011,0,0,26,0,0,10,270,West,,,,17
20171215-03:00,,14,0,0,,72,,1017,0,0,17,0,0,4,270,West,,,,27
20171216-03:00,Clear,16,0,0,,78,,1019,0,0,19,0,0,4,270,West,,,,27
20171216-12:00,,16,0,0,,44,,1014,0,0,27,0,0,10,180,South,,,,27
20171217-03:00,Clear,14,0,0,,73,,1020,0,0,18,0,0,4,0,North,,,0.0,25
20171217-12:00,Clear,12,0,0,,29,,1014,0,0,27,0,0,10,90,East,,,,25
20171218-03:00,,13,0,0,,62,,1021,0,0,18,0,0,4,270,West,,,0.0,25
20171218-12:00,Clear,14,0,0,,39,,1016,0,0,25,0,0,10,90,East,,,,25
20171219-03:00,,9,0,0,,59,,,0,0,15,0,0,4,,,,,,16
20171219-12:00,,9,0,0,,26,,1015,0,0,25,0,0,10,180,South,,,,16
20171220-03:00,Mostly Cloudy,10,0,0,,59,,1020,0,0,16,0,0,4,270,West,,,,27
20171221-03:00,,6,0,0,,45,,1021,0,0,14,0,0,4,270,West,,,0.0,25
20171221-12:00,,12,0,0,,28,,1015,0,0,27,0,0,10,180,South,,,,25
20171222-03:00,Clear,9,0,0,,52,,1020,0,0,16,0,0,4,270,West,,,0.0,14
20171222-12:00,,13,0,0,,37,,1014,0,0,25,0,0,10,180,South,,,,14
20171223-03:00,,10,0,0,,65,,1018,0,0,14,0,0,4,,,,,,26
20171224-03:00,,10,0,0,,70,,1016,0,0,15,0,0,4,,,,,,28
20171224-12:00,,14,0,0,,35,,1011,0,0,26,0,0,10,270,West,,,,28
20171225-03:00,,11,0,0,,68,,1017,0,0,15,0,0,4,270,West,,,0.0,25
20171225-12:00,Clear,15,0,0,,36,,1010,0,0,28,0,0,10,0,North,,,,25
20171226-12:00,,12,0,0,,35,,1013,0,0,25,0,0,10,,,,,,26
20171227-03:00,,8,0,0,,59,,1018,0,0,13,0,0,4,270,West,,,,26
20171227-12:00,,13,0,0,,32,,1013,0,0,26,0,0,10,,,,,0.0,26
20171228-03:00,,8,0,0,,59,,1017,0,0,13,0,0,4,270,West,,,,26
20171228-12:00,,10,0,0,,26,,1011,0,0,26,0,0,10,,,,,,26
20171229-03:00,,8,0,0,,63,,1016,0,0,13,0,0,4,270,West,,,,26
20171229-12:00,,10,0,0,,26,,1011,0,0,26,0,0,10,270,West,,,,26
20171230-03:00,Clear,8,0,0,,61,,1016,0,0,14,0,0,4,270,West,,,,26
20171230-12:00,,13,0,0,,35,,1011,0,0,26,0,0,10,180,South,,,,26
20171231-03:00,,9,0,0,,59,,1016,0,0,14,0,0,4,,,,,,25
20171231-12:00,Clear,13,0,0,,33,,1008,0,0,26,0,0,10,270,West,,,0.0,25
20180101-12:00,,14,0,0,,40,,1008,0,0,25,0,0,10,,,,,,25
20180102-12:00,Clear,14,0,0,,38,,1009,0,0,25,0,0,10,180,South,,,,25
20180103-03:00,,10,0,0,,70,,1017,0,0,14,0,0,4,,,,,0.0,25
20180103-12:00,,15,0,0,,42,,1010,0,0,25,0,0,10,,,,,,25
20180104-12:00,,13,0,0,,38,,1010,0,0,25,0,0,10,270,West,,,,26
20180105-03:00,,10,0,0,,65,,1015,0,0,15,0,0,4,270,West,,,0.0,14
20180105-12:00,Clear,14,0,0,,40,,1009,0,0,26,0,0,10,0,North,,,0.0,14
20180106-03:00,,9,0,0,,61,,1015,0,0,14,0,0,4,,,,,0.0,25
20180107-03:00,,9,0,0,,62,,1016,0,0,15,0,0,4,,,,,0.0,14
20180107-12:00,,13,0,0,,35,,1010,0,0,25,0,0,10,0,North,,,,14
20180108-03:00,Clear,12,0,0,,79,,1016,0,0,14,0,0,4,270,West,,,,26
20180109-03:00,Clear,9,0,0,,57,,1018,0,0,15,0,0,4,270,West,,,0.0,26
20180109-12:00,,12,0,0,,32,,1013,0,0,26,0,0,10,,,,,,26
20180110-03:00,,10,0,0,,63,,1020,0,0,15,0,0,4,,,,,,27
20180110-12:00,Clear,13,0,0,,34,,1013,0,0,26,0,0,10,180,South,,,,27
20180111-03:00,Clear,9,0,0,,60,,1018,0,0,15,0,0,4,270,West,,,0.0,28
20180111-12:00,,15,0,0,,38,,1012,0,0,27,0,0,10,,,,,,28
20180112-03:00,,10,0,0,,53,,1018,0,0,17,0,0,4,270,West,,,0.0,29
20180112-12:00,,16,0,0,,37,,1011,0,0,28,0,0,10,180,South,,,0.0,29
20180113-03:00,,12,0,0,,55,,1016,0,0,20,0,0,4,270,West,,,,30
20180113-12:00,,15,0,0,,32,,1011,0,0,29,0,0,10,0,North,,,0.0,30
20180114-03:00,,14,0,0,,56,,1016,0,0,20,0,0,4,270,West,,,0.0,29
20180114-12:00,,15,0,0,,31,,1010,0,0,30,0,0,10,270,West,,,0.0,29
20180115-12:00,,14,0,0,,31,,1011,0,0,29,0,0,10,0,North,,,,29
20180116-03:00,Clear,13,0,0,,62,,1016,0,0,19,0,0,4,270,West,,,,29
20180116-12:00,,12,0,0,,26,,1010,0,0,29,0,0,10,,,,,,29
20180117-03:00,Clear,12,0,0,,59,,,0,0,18,0,0,4,270,West,,,,28
20180117-12:00,,11,0,0,,23,,1009,0,0,29,0,0,10,,,,,,28
20180118-03:00,,13,0,0,,66,,1016,0,0,18,0,0,4,,,,,,28
20180118-12:00,Clear,15,0,0,,35,,1011,0,0,28,0,0,10,270,West,,,,28
20180119-12:00,,14,0,0,,31,,1011,0,0,28,0,0,10,,,,,,27
20180120-03:00,,10,0,0,,51,,1016,0,0,17,0,0,4,270,West,,,,28
20180120-12:00,,13,0,0,,31,,1011,0,0,27,0,0,10,90,East,,,,28
20180121-03:00,,9,0,0,,60,,1015,0,0,15,0,0,4,270,West,,,,29
20180121-12:00,,12,0,0,,26,,1008,0,0,28,0,0,4,0,North,,,0.0,29
20180121-13:00,,12,0,0,,26,,1008,0,0,28,0,0,4,0,North,,,0.0,29
20180122-03:00,,10,0,0,,60,,1013,0,0,16,0,0,4,270,West,,,0.0,27
20180122-12:00,,12,0,0,,25,,1007,0,0,29,0,0,10,,,,,0.0,27
20180123-03:00,Clear,11,0,0,,59,,1013,0,0,17,0,0,4,270,West,,,,25
20180123-12:00,,12,0,0,,27,,1007,0,0,27,0,0,10,90,East,,,,25
20180124-03:00,,9,0,0,,61,,1015,0,0,15,0,0,4,,,,,,13
20180124-12:00,Clear,13,0,0,,37,,1009,0,0,25,0,0,10,180,South,,,,13
20180125-03:00,Clear,5,0,0,,50,,1015,0,0,13,0,0,4,270,West,,,,14
20180126-03:00,Clear,6,0,0,,49,,1014,0,0,14,0,0,4,270,West,,,,27
20180127-03:00,,7,0,0,,54,,1015,0,0,14,0,0,4,270,West,,,,28
20180127-12:00,Clear,12,0,0,,29,,1009,0,0,27,0,0,10,0,North,,,,28
20180128-03:00,,7,0,0,,50,,1015,0,0,15,0,0,4,0,North,,,0.0,28
20180128-12:00,,13,0,0,,29,,1010,0,0,28,0,0,10,0,North,,,0.0,28
20180129-03:00,,9,0,0,,60,,1017,0,0,15,0,0,4,270,West,,,,16
20180129-12:00,,13,0,0,,28,,1011,0,0,28,0,0,10,,,,,0.0,16
20180130-03:00,,9,0,0,,55,,1018,0,0,16,0,0,4,270,West,,,,29
20180131-03:00,,8,0,0,,53,,1017,0,0,15,0,0,4,270,West,,,0.0,29
20180131-12:00,,10,0,0,,21,,1012,0,0,29,0,0,10,180,South,,,,29
20180201-12:00,,12,0,0,,24,,1011,0,0,29,0,0,10,,,,,,17
20180202-03:00,,8,0,0,,45,,1015,0,0,17,0,0,4,,,,,,30
20180203-03:00,,10,0,0,,55,,1015,0,0,17,0,0,4,,,,,,17
20180203-12:00,Clear,16,0,0,,31,,1008,0,0,30,0,0,10,180,South,,,,17
20180204-03:00,,9,0,0,,50,,1015,0,0,17,0,0,4,0,North,,,0.0,30
20180205-03:00,,10,0,0,,51,,1016,0,0,17,0,0,4,270,West,,,,30
20180205-12:00,,13,0,0,,26,,1010,0,0,30,0,0,10,90,East,,,,30
20180206-12:00,,14,0,0,,28,,1010,0,0,30,0,0,10,90,East,,,0.0,20
20180207-03:00,,14,0,0,,57,,1015,0,0,20,0,0,4,270,West,,,0.0,30
20180208-03:00,Clear,12,0,0,,63,,1015,0,0,18,0,0,4,270,West,,,,29
20180208-12:00,,21,0,0,,51,,1008,0,0,30,0,0,10,0,North,,,,29
20180209-03:00,,9,0,0,,52,,1015,0,0,16,0,0,4,,,,,,29
20180209-12:00,Clear,,0,0,,,,1010,0,0,29,0,0,10,0,North,,,0.0,29
20180210-03:00,Clear,10,0,0,,55,,1015,0,0,17,0,0,4,270,West,,,,30
20180210-12:00,Clear,14,0,0,,30,,1010,0,0,29,0,0,10,0,North,,,,30
20180211-03:00,,10,0,0,,45,,1015,0,0,20,0,0,4,270,West,,,,28
20180211-12:00,Clear,14,0,0,,28,,1009,0,0,30,0,0,10,0,North,,,,28
20180212-03:00,,11,0,0,,61,,1018,0,0,16,0,0,4,270,West,,,,29
20180212-12:00,,11,0,0,,25,,1013,0,0,28,0,0,10,0,North,,,,29
20180213-03:00,,10,0,0,,55,,1019,0,0,17,0,0,4,270,West,,,,27
20180213-12:00,,9,0,0,,20,,1013,0,0,29,0,0,10,0,North,,,,27
20180214-03:00,,15,0,0,,66,,1021,0,0,20,0,0,4,270,West,,,,29
20180214-12:00,,15,0,0,,38,,1015,0,0,27,0,0,10,180,South,,,,29
20180215-03:00,,11,0,0,,55,,1021,0,0,18,0,0,4,270,West,,,,31
20180215-12:00,,14,0,0,,30,,1015,0,0,29,0,0,10,270,West,,,,31
20180216-03:00,Clear,13,0,0,,64,,1021,0,0,18,0,0,4,90,East,,,,31
20180216-12:00,,23,0,0,,53,,1012,0,0,31,0,0,10,180,South,,,,31
20180217-03:00,,10,0,0,,53,,1016,0,0,17,0,0,4,,,,,,33
20180217-12:00,Clear,23,0,0,,50,,1008,0,0,31,0,0,10,180,South,,,,33
20180218-03:00,,10,0,0,,52,,1014,0,0,17,0,0,4,,,,,,33
20180218-12:00,Clear,24,0,0,,53,,1007,0,0,33,0,0,10,270,West,,,,33
20180219-03:00,,8,0,0,,46,,1014,0,0,16,0,0,4,0,North,,,,33
20180219-12:00,Clear,23,0,0,,46,,1008,0,0,33,0,0,10,270,West,,,,33
20180220-12:00,,23,0,0,,46,,1008,0,0,33,0,0,10,,,,,,
20180221-03:00,,10,0,0,,49,,1013,0,0,18,0,0,4,270,West,,,0.0,33
20180221-12:00,,15,0,0,,,,1006,0,0,,0,0,,30,NNE,,,70.4,33
20180222-12:00,,20,0,0,,36,,1005,0,0,33,0,0,10,90,East,,,0.0,34
20180223-12:00,,20,0,0,,33,,1005,0,0,34,0,0,10,,,,,0.0,35
20180224-03:00,,11,0,0,,39,,1013,0,0,22,0,0,4,270,West,,,,34
20180224-12:00,Clear,21,0,0,,34,,1008,0,0,35,0,0,10,270,West,,,,34
20180225-03:00,Clear,14,0,0,,55,,1016,0,0,21,0,0,4,270,West,,,,35
20180225-12:00,,26,0,0,,54,,1009,0,0,34,0,0,10,180,South,,,0.0,35
20180226-03:00,,16,0,0,,62,,1015,0,0,22,0,0,4,270,West,,,,35
20180226-12:00,Clear,23,0,0,,42,,1008,0,0,35,0,0,10,180,South,,,,35
20180227-03:00,Clear,15,0,0,,59,,1014,0,0,21,0,0,4,270,West,,,,34
20180227-12:00,Clear,19,0,0,,30,,1007,0,0,35,0,0,10,180,South,,,,34
20180228-03:00,,13,0,0,,50,,1014,0,0,21,0,0,4,270,West,,,,25
20180228-12:00,Clear,16,0,0,,25,,1007,0,0,34,0,0,10,180,South,,,,25
20180301-03:00,Clear,12,0,0,,44,,1014,0,0,21,0,0,4,270,West,,,,35
20180301-12:00,,18,0,0,,57,,1006,0,0,25,0,0,10,270,West,,,,35
20180302-03:00,,13,0,0,,49,,1012,0,0,22,0,0,4,180,South,,,0.0,36
20180302-12:00,,18,0,0,,28,,1006,0,0,35,0,0,10,270,West,,,,36
20180303-03:00,,11,0,0,,41,,1012,0,0,22,0,0,4,270,West,,,0.0,34
20180303-12:00,,17,0,0,,24,,1005,0,0,36,0,0,10,0,North,,,,34
20180304-03:00,,13,0,0,,47,,1011,0,0,22,0,0,4,270,West,,,,34
20180304-12:00,,15,0,0,,22,,1006,0,0,34,0,0,10,0,North,,,,34
20180305-03:00,,13,0,0,,47,,1012,0,0,22,0,0,4,270,West,,,,35
20180305-12:00,,14,0,0,,20,,1007,0,0,34,0,0,10,180,South,,,,35
20180306-03:00,Clear,12,0,0,,44,,1014,0,0,22,0,0,4,270,West,,,,35
20180306-12:00,,13,0,0,,18,,1007,0,0,35,0,0,10,,,,,,35
20180307-03:00,,13,0,0,,38,,1012,0,0,24,0,0,4,270,West,,,,35
20180307-12:00,,13,0,0,,18,,1006,0,0,35,0,0,10,,,,,,35
20180308-03:00,,12,0,0,,40,,1013,0,0,23,0,0,4,270,West,,,0.0,34
20180308-12:00,,14,0,0,,19,,1006,0,0,35,0,0,10,180,South,,,,34
20180309-12:00,,12,0,0,,18,,1007,0,0,34,0,0,10,90,East,,,0.0,35
20180310-03:00,,15,0,0,,42,,1013,0,0,25,0,0,4,270,West,,,,35
20180310-12:00,,13,0,0,,18,,1007,0,0,35,0,0,10,0,North,,,,35
20180311-12:00,,16,0,0,,22,,1007,0,0,35,0,0,10,180,South,,,0.0,35
20180312-03:00,,10,0,0,,40,,1012,0,0,21,0,0,4,,,,,,36
20180312-12:00,,9,0,0,,12,,1008,0,0,35,0,0,10,0,North,,,,36
20180313-03:00,Clear,10,0,0,,35,,1003,0,0,21,0,0,4,,,,,,34
20180313-12:00,,12,0,0,,16,,1005,0,0,36,0,0,10,0,North,,,,34
20180314-03:00,,12,0,0,,32,,1002,0,0,26,0,0,4,270,West,,,,23
20180314-12:00,,20,0,0,,33,,1006,0,0,34,0,0,10,0,North,,,,23
20180315-03:00,,10,0,0,,31,,1012,0,0,23,0,0,4,270,West,,,,33
20180316-12:00,,13,0,0,,21,,1006,0,0,33,0,0,10,90,East,,,,34
20180317-03:00,,13,0,0,,47,,1012,0,0,22,0,0,4,270,West,,,0.0,35
20180317-12:00,Clear,12,0,0,,18,,1006,0,0,34,0,0,10,,,,,0.0,35
20180318-03:00,,10,0,0,,34,,1012,0,0,23,0,0,4,,,,,0.0,35
20180318-12:00,,15,0,0,,22,,1006,0,0,35,0,0,10,180,South,,,0.0,35
20180319-03:00,,17,0,0,,48,,1013,0,0,25,0,0,4,270,West,,,0.0,35
20180319-12:00,Clear,16,0,0,,22,,1007,0,0,35,0,0,10,270,West,,,0.0,35
20180320-03:00,,12,0,0,,36,,1013,0,0,24,0,0,4,,,,,,34
20180320-12:00,,14,0,0,,18,,1007,0,0,35,0,0,10,0,North,,,,34
20180321-03:00,,11,0,0,,35,,1013,0,0,23,0,0,4,,,,,,34
20180321-12:00,,14,0,0,,21,,1006,0,0,34,0,0,10,0,North,,,,34
20180322-03:00,,10,0,0,,36,,1013,0,0,22,0,0,4,270,West,,,,33
20180322-12:00,Clear,12,0,0,,18,,1006,0,0,34,0,0,10,180,South,,,,33
20180323-03:00,Clear,12,0,0,,42,,1012,0,0,22,0,0,4,270,West,,,,36
20180323-12:00,Clear,11,0,0,,17,,1006,0,0,33,0,0,10,270,West,,,,36
20180324-03:00,,11,0,0,,41,,1014,0,0,22,0,0,4,270,West,,,0.0,37
20180324-12:00,,13,0,0,,16,,1008,0,0,36,0,0,10,180,South,,,,37
20180325-03:00,,10,0,0,,34,,1015,0,0,22,0,0,4,270,West,,,,37
20180325-12:00,,14,0,0,,16,,1009,0,0,37,0,0,10,270,West,,,0.0,37
20180326-12:00,,14,0,0,,17,,1007,0,0,37,0,0,10,0,North,,,,39
20180327-03:00,,11,0,0,,34,,1013,0,0,23,0,0,4,,,,,0.0,25
20180327-12:00,,12,0,0,,12,,1002,0,0,39,0,0,10,180,South,,,,25
20180328-03:00,,10,0,0,,30,,1011,0,0,25,0,0,4,,,,,,38
20180329-12:00,Clear,8,0,0,,9,,1004,0,0,38,0,0,10,180,South,,,,38
20180330-12:00,,9,0,0,,9,,1003,0,0,38,0,0,10,,,,,,37
20180331-03:00,,11,0,0,,29,,1009,0,0,26,0,0,4,270,West,,,,38
20180331-12:00,Clear,10,0,0,,12,,1003,0,0,37,0,0,10,0,North,,,,38
20180401-03:00,,14,0,0,,35,,1009,0,0,27,0,0,4,0,North,,,,27
20180401-12:00,,10,0,0,,10,,1002,0,0,38,0,0,4,,,,,,27
20180402-03:00,,12,0,0,,27,,1011,0,0,27,0,0,4,0,North,,,0.0,27
