datetime_utc,j_conds,j_dewptm,j_fog,j_hail,j_heatindexm,j_hum,j_precipm,j_pressurem,j_rain,j_snow,j_tempm,j_thunder,j_tornado,j_vism,j_wdird,j_wdire,j_wgustm,j_windchillm,j_wspdm,target_o_tempm
20161221-12:00,Clear,12,0,0,,28,,1012,0,0,27,0,0,10,,,,,0.0,27
20161222-03:00,Clear,8,0,0,,60,,1019,0,0,13,0,0,4,,,,,0.0,27
20161222-12:00,Clear,11,0,0,,26,,1013,0,0,27,0,0,10,,,,,0.0,27
20161223-03:00,,7,0,0,,55,,1019,0,0,13,0,0,4,,,,,0.0,29
20161223-12:00,Clear,12,0,0,,28,,1011,0,0,27,0,0,10,,,,,0.0,29
20161224-03:00,,7,0,0,,54,,1016,0,0,14,0,0,4,,,,,0.0,28
20161224-12:00,Clear,10,0,0,,21,,1007,0,0,29,0,0,10,,,,,0.0,28
20161225-03:00,,7,0,0,,47,,1014,0,0,15,0,0,4,,,,,0.0,26
20161225-12:00,Clear,10,0,0,,21,,1009,0,0,28,0,0,10,,,,,0.0,26
20161226-03:00,Clear,6,0,0,,49,,1017,0,0,14,0,0,4,,,,,0.0,25
20161226-12:00,,8,0,0,,22,,1012,0,0,26,0,0,10,,,,,0.0,25
20161227-03:00,,4,0,0,,50,,1018,0,0,11,0,0,4,,,,,0.0,27
20161227-12:00,,6,0,0,,19,,1011,0,0,25,0,0,10,,,,,0.0,27
20161228-03:00,,6,0,0,,67,,1018,0,0,11,0,0,4,,,,,0.0,27
20161228-12:00,,10,0,0,,25,,1012,0,0,27,0,0,10,,,,,0.0,27
20161229-03:00,,7,0,0,,60,,1018,0,0,13,0,0,4,,,,,0.0,28
20161229-12:00,,10,0,0,,25,,1012,0,0,27,0,0,10,,,,,0.0,28
20161230-03:00,,8,0,0,,60,,1018,0,0,14,0,0,4,,,,,0.0,28
20161230-12:00,Clear,12,0,0,,26,,1012,0,0,28,0,0,10,,,,,0.0,28
20161231-03:00,,9,0,0,,57,,1017,0,0,15,0,0,4,,,,,0.0,27
20161231-12:00,,11,0,0,,25,,1010,0,0,28,0,0,10,,,,,0.0,27
20170101-03:00,,9,0,0,,,,1017,0,0,,0,0,4,,,,,0.0,27
20170101-12:00,,12,0,0,,27,,1010,0,0,27,0,0,10,,,,,0.0,27
20170102-03:00,,8,0,0,,52,,1017,0,0,15,0,0,4,,,,,0.0,25
20170102-12:00,,8,0,0,,20,,1012,0,0,27,0,0,10,,,,,0.0,25
20170103-03:00,,8,0,0,,56,,1019,0,0,14,0,0,4,,,,,0.0,25
20170103-12:00,,9,0,0,,26,,1013,0,0,25,0,0,10,,,,,0.0,25
20170104-03:00,,6,0,0,,57,,1019,0,0,12,0,0,4,,,,,0.0,27
20170104-12:00,,9,0,0,,24,,1012,0,0,25,0,0,10,,,,,0.0,27
20170105-03:00,,9,0,0,,51,,1017,0,0,16,0,0,10,,,,,0.0,27
20170105-12:00,Clear,11,0,0,,25,,1011,0,0,27,0,0,10,,,,,0.0,27
20170106-03:00,,7,0,0,,52,,1015,0,0,14,0,0,4,,,,,0.0,28
20170106-12:00,Clear,8,0,0,,20,,1008,0,0,27,0,0,10,,,,,0.0,28
20170107-03:00,Clear,6,0,0,,57,,1016,0,0,12,0,0,4,,,,,0.0,26
20170107-12:00,,10,0,0,,22,,1007,0,0,28,0,0,10,,,,,0.0,26
20170108-03:00,,10,0,0,,67,,1014,0,0,15,0,0,4,,,,,0.0,27
20170108-12:00,,12,0,0,,32,,1008,0,0,26,0,0,10,,,,,0.0,27
20170109-03:00,,11,0,0,,72,,1014,0,0,15,0,0,4,,,,,0.0,24
20170109-12:00,,11,0,0,,25,,1007,0,0,27,0,0,10,,,,,0.0,24
20170110-03:00,,7,0,0,,,,1017,0,0,,0,0,0.05,10,North,,,25.9,23
20170110-12:00,,8,0,0,,26,,1011,0,0,24,0,0,10,,,,,0.0,23
20170111-03:00,,6,0,0,,66,,1017,0,0,11,0,0,4,,,,,0.0,22
20170111-12:00,,8,0,0,,28,,1012,0,0,23,0,0,10,,,,,0.0,22
20170112-03:00,,3,0,0,,52,,1017,0,0,10,0,0,4,,,,,0.0,22
20170112-12:00,,8,0,0,,29,,1011,0,0,22,0,0,10,,,,,0.0,22
20170113-03:00,,4,0,0,,52,,1017,0,0,10,0,0,4,,,,,0.0,26
20170113-12:00,Clear,8,0,0,,30,,1011,0,0,22,0,0,10,,,,,0.0,26
20170114-03:00,Clear,4,0,0,,49,,1017,0,0,12,0,0,4,,,,,0.0,28
20170114-12:00,Clear,12,0,0,,31,,1011,0,0,26,0,0,10,,,,,0.0,28
20170115-03:00,,12,0,0,,60,,1017,0,0,17,0,0,4,,,,,0.0,29
20170115-12:00,,17,0,0,,42,,1011,0,0,28,0,0,10,,,,,0.0,29
20170116-03:00,,13,0,0,,64,,1017,0,0,18,0,0,4,,,,,0.0,28
20170116-12:00,,17,0,0,,39,,1012,0,0,29,0,0,1,,,,,0.0,28
20170117-03:00,Clear,11,0,0,,66,,1017,0,0,16,0,0,4,,,,,0.0,29
20170117-12:00,Clear,14,0,0,,31,,1011,0,0,28,0,0,10,,,,,0.0,29
20170118-12:00,,15,0,0,,31,,1012,0,0,29,0,0,10,,,,,0.0,28
20170119-03:00,Clear,13,0,0,,70,,1018,0,0,17,0,0,4,,,,,0.0,27
20170119-12:00,,10,0,0,,23,,1014,0,0,28,0,0,10,,,,,0.0,27
20170120-03:00,,12,0,0,,71,,1018,0,0,16,0,0,4,,,,,0.0,29
20170120-12:00,,13,0,0,,30,,1014,0,0,27,0,0,10,,,,,0.0,29
20170121-03:00,,10,0,0,,67,,1019,0,0,15,0,0,4,,,,,0.0,29
20170121-12:00,Clear,14,0,0,,29,,1013,0,0,29,0,0,10,,,,,0.0,29
20170122-03:00,,11,0,0,,59,,1020,0,0,17,0,0,4,,,,,0.0,30
20170122-12:00,,13,0,0,,26,,1013,0,0,29,0,0,10,,,,,0.0,30
20170123-03:00,,12,0,0,,60,,1020,0,0,17,0,0,4,,,,,0.0,30
20170123-12:00,Clear,16,0,0,,32,,1013,0,0,30,0,0,10,,,,,0.0,30
20170124-12:00,,14,0,0,,27,,1013,0,0,30,0,0,10,,,,,0.0,30
20170125-03:00,,13,0,0,,64,,1019,0,0,18,0,0,4,,,,,0.0,30
20170125-12:00,,13,0,0,,25,,1013,0,0,30,0,0,10,,,,,0.0,30
20170126-03:00,,12,0,0,,60,,1016,0,0,17,0,0,4,,,,,0.0,27
20170126-12:00,,14,0,0,,26,,1008,0,0,30,0,0,10,,,,,0.0,27
20170127-03:00,,11,0,0,,58,,1016,0,0,17,0,0,4,,,,,0.0,27
20170127-12:00,,13,0,0,,33,,1011,0,0,27,0,0,10,,,,,0.0,27
20170128-03:00,,9,0,0,,62,,1019,0,0,14,0,0,4,,,,,0.0,28
20170128-12:00,,11,0,0,,25,,1009,0,0,27,0,0,10,,,,,0.0,28
20170129-03:00,,8,0,0,,57,,1019,0,0,14,0,0,4,,,,,0.0,30
20170129-12:00,,13,0,0,,30,,1012,0,0,28,0,0,10,,,,,0.0,30
20170130-03:00,,9,0,0,,57,,1017,0,0,15,0,0,4,,,,,0.0,31
20170130-12:00,,12,0,0,,23,,1010,0,0,30,0,0,10,,,,,0.0,31
20170131-03:00,,9,0,0,,50,,1016,0,0,17,0,0,4,,,,,,30
20170131-12:00,,13,0,0,,22,,1010,0,0,31,0,0,10,,,,,0.0,30
20170201-03:00,,7,0,0,,43,,1016,0,0,16,0,0,4,,,,,0.0,31
20170201-12:00,,14,0,0,,26,,1010,0,0,30,0,0,10,,,,,0.0,31
20170202-03:00,,9,0,0,,53,,1017,0,0,16,0,0,4,,,,,0.0,31
20170202-12:00,,13,0,0,,23,,1010,0,0,31,0,0,10,,,,,0.0,31
20170203-03:00,,10,0,0,,51,,1016,0,0,18,0,0,4,,,,,0.0,32
20170203-12:00,,14,0,0,,26,,1010,0,0,31,0,0,10,,,,,0.0,32
20170204-03:00,,14,0,0,,61,,1016,0,0,20,0,0,4,,,,,0.0,29
20170204-12:00,,14,0,0,,24,,1008,0,0,32,0,0,10,,,,,0.0,29
20170205-03:00,Clear,12,0,0,,54,,1015,0,0,19,0,0,4,,,,,0.0,28
20170205-12:00,,14,0,0,,31,,1010,0,0,29,0,0,10,,,,,0.0,28
20170206-03:00,,8,0,0,,45,,1015,0,0,17,0,0,4,,,,,0.0,30
20170206-12:00,,11,0,0,,25,,1011,0,0,28,0,0,10,,,,,0.0,30
20170207-03:00,,4,0,0,,38,,1016,0,0,15,0,0,4,,,,,0.0,32
20170207-12:00,Clear,13,0,0,,25,,1010,0,0,30,0,0,10,,,,,0.0,32
20170208-03:00,,8,0,0,,49,,1016,0,0,16,0,0,4,,,,,0.0,30
20170208-12:00,,14,0,0,,23,,1008,0,0,32,0,0,10,,,,,0.0,30
20170209-03:00,,11,0,0,,54,,1015,0,0,18,0,0,4,,,,,0.0,30
20170209-12:00,Clear,11,0,0,,21,,1010,0,0,30,0,0,10,,,,,0.0,30
20170210-03:00,,7,0,0,,45,,1015,0,0,16,0,0,4,,,,,0.0,30
20170210-12:00,,13,0,0,,26,,1007,0,0,30,0,0,10,,,,,0.0,30
20170211-03:00,,11,0,0,,53,,1014,0,0,18,0,0,4,,,,,0.0,16
20170211-12:00,,13,0,0,,24,,1007,0,0,30,0,0,10,,,,,0.0,16
20170212-03:00,,6,0,0,,40,,1016,0,0,16,0,0,4,,,,,0.0,31
20170213-03:00,Clear,12,0,0,,63,,1018,0,0,18,0,0,4,,,,,0.0,32
20170213-12:00,,13,0,0,,22,,1011,0,0,31,0,0,10,,,,,0.0,32
20170214-03:00,Clear,13,0,0,,55,,1019,0,0,20,0,0,4,,,,,0.0,32
20170214-12:00,,16,0,0,,28,,1013,0,0,32,0,0,10,,,,,0.0,32
20170215-03:00,,12,0,0,,53,,1020,0,0,20,0,0,4,,,,,0.0,32
20170215-12:00,Clear,14,0,0,,24,,1014,0,0,32,0,0,10,,,,,0.0,32
20170216-03:00,Clear,12,0,0,,51,,1020,0,0,20,0,0,4,,,,,0.0,33
20170216-12:00,,16,0,0,,29,,1012,0,0,32,0,0,10,,,,,0.0,33
20170217-03:00,,12,0,0,,52,,1017,0,0,19,0,0,4,,,,,0.0,34
20170217-12:00,,12,0,0,,17,,1009,0,0,33,0,0,10,,,,,0.0,34
20170218-03:00,,9,0,0,,41,,1017,0,0,19,0,0,4,,,,,0.0,34
20170218-12:00,,13,0,0,,19,,1012,0,0,34,0,0,10,,,,,0.0,34
20170219-03:00,,10,0,0,,43,,1017,0,0,20,0,0,4,,,,,0.0,34
20170219-12:00,,13,0,0,,19,,1012,0,0,34,0,0,10,,,,,0.0,34
20170220-03:00,,10,0,0,,43,,1013,0,0,20,0,0,4,,,,,0.0,33
20170220-12:00,,13,0,0,,18,,1005,0,0,34,0,0,10,,,,,0.0,33
20170221-03:00,,11,0,0,,41,,1010,0,0,21,0,0,4,,,,,0.0,33
20170221-12:00,,11,0,0,,16,,1005,0,0,33,0,0,10,,,,,0.0,33
20170222-03:00,,8,0,0,,46,,1012,0,0,17,0,0,4,,,,,0.0,19
20170222-12:00,,12,0,0,,18,,1008,0,0,33,0,0,10,,,,,0.0,19
20170223-03:00,,10,0,0,,46,,1014,0,0,19,0,0,4,,,,,0.0,32
20170224-03:00,,8,0,0,,40,,1017,0,0,18,0,0,4,,,,,0.0,32
20170224-12:00,,7,0,0,,13,,1009,0,0,32,0,0,10,,,,,0.0,32
20170225-03:00,,6,0,0,,35,,1018,0,0,18,0,0,4,,,,,0.0,33
20170225-12:00,Clear,5,0,0,,10,,1010,0,0,32,0,0,10,,,,,0.0,33
20170226-03:00,Clear,5,0,0,,32,,1015,0,0,18,0,0,4,,,,,0.0,34
20170226-12:00,,7,0,0,,11,,1007,0,0,33,0,0,10,,,,,0.0,34
20170227-03:00,,6,0,0,,34,,1014,0,0,18,0,0,4,,,,,0.0,34
20170227-12:00,,4,0,0,,8,,1008,0,0,34,0,0,10,,,,,0.0,34
20170228-03:00,,6,0,0,,31,,1016,0,0,19,0,0,4,,,,,0.0,35
20170228-12:00,,9,0,0,,13,,1008,0,0,34,0,0,10,,,,,0.0,35
20170301-03:00,,8,0,0,,36,,1014,0,0,20,0,0,4,,,,,0.0,35
20170301-12:00,,10,0,0,,13,,1008,0,0,35,0,0,10,0,North,,,,35
20170302-03:00,,13,0,0,,54,,1014,0,0,20,0,0,4,270,West,,,,34
20170302-12:00,,23,0,0,,41,,1005,0,0,35,0,0,10,0,North,,,3.7,34
20170303-03:00,,13,0,0,,55,,1011,0,0,20,0,0,4,0,North,,,,33
20170303-12:00,,10,0,0,,14,,1005,0,0,34,0,0,10,0,North,,,0.0,33
20170304-03:00,,9,0,0,,43,,1010,0,0,19,0,0,4,,,,,0.0,32
20170304-12:00,,7,0,0,,12,,1004,0,0,33,0,0,10,,,,,0.0,32
20170305-03:00,,8,0,0,,37,,1011,0,0,19,0,0,4,,,,,0.0,32
20170305-12:00,Clear,8,0,0,,14,,1004,0,0,32,0,0,10,180,South,,,,32
20170306-03:00,,,0,0,,,,1017,0,0,,0,0,4,270,West,,,3.7,19
20170306-12:00,Clear,6,0,0,,11,,1010,0,0,32,0,0,10,90,East,,,,19
20170307-03:00,,9,0,0,,41,,1010,0,0,19,0,0,4,270,West,,,3.7,31
20170308-12:00,,9,0,0,,16,,1004,0,0,31,0,0,10,,,,,,32
20170309-03:00,,10,0,0,,38,,1011,0,0,21,0,0,4,0,North,,,0.0,29
20170309-12:00,,9,0,0,,15,,1004,0,0,32,0,0,10,0,North,,,3.7,29
20170310-03:00,Clear,11,0,0,,45,,1010,0,0,20,0,0,4,0,North,,,,28
20170310-12:00,Clear,28,0,0,,91,,1005,0,0,29,0,0,10,0,North,,,,28
20170311-03:00,Clear,15,0,0,,57,,1011,0,0,21,0,0,4,0,North,,,0.0,29
20170311-12:00,,12,0,0,,25,,1007,0,0,28,0,0,10,270,West,,,,29
20170312-03:00,Clear,5,0,0,,32,,1014,0,0,17,0,0,4,0,North,,,,24
20170312-12:00,Clear,5,0,0,,14,,1010,0,0,29,0,0,10,90,East,,,,24
20170313-03:00,,2,0,0,,27,,1016,0,0,17,0,0,4,,,,,,33
20170313-12:00,,7,0,0,,24,,1008,0,0,24,0,0,10,,,,,,33
20170314-03:00,,4,0,0,,25,,1012,0,0,19,0,0,4,0,North,,,,35
20170314-12:00,,6,0,0,,10,,1008,0,0,33,0,0,10,90,East,,,20.4,35
20170315-03:00,,4,0,0,,24,,1016,0,0,20,0,0,4,0,North,,,0.0,35
20170315-12:00,Clear,13,0,0,,18,,1007,0,0,35,0,0,10,180,South,,,0.0,35
20170316-03:00,,10,0,0,,36,,1013,0,0,21,0,0,4,0,North,,,3.7,33
20170316-12:00,,7,0,0,,10,,1006,0,0,35,0,0,10,0,North,,,1.9,33
20170317-03:00,,8,0,0,,30,,1013,0,0,21,0,0,4,0,North,,,0.0,33
20170317-12:00,,5,0,0,,10,,1007,0,0,33,0,0,10,0,North,,,,33
20170318-03:00,,12,0,0,,36,,1013,0,0,24,0,0,4,,,,,,34
20170318-12:00,Clear,8,0,0,,13,,1007,0,0,33,0,0,10,0,North,,,,34
20170319-03:00,,11,0,0,,32,,1013,0,0,25,0,0,4,,,,,,33
20170319-12:00,Clear,6,0,0,,10,,1007,0,0,34,0,0,10,0,North,,,0.0,33
20170320-03:00,Clear,12,0,0,,38,,1014,0,0,23,0,0,4,,,,,0.0,35
20170320-12:00,,9,0,0,,14,,1008,0,0,33,0,0,10,0,North,,,0.0,35
20170321-03:00,,9,0,0,,39,,1015,0,0,20,0,0,4,,,,,,38
20170321-12:00,,9,0,0,,12,,1008,0,0,35,0,0,10,0,North,,,,38
20170322-03:00,,9,0,0,,32,,1014,0,0,22,0,0,4,,,,,,38
20170322-12:00,,9,0,0,,10,,1006,0,0,38,0,0,10,0,North,,,3.7,38
20170323-12:00,,9,0,0,,10,,1006,0,0,38,0,0,10,90,East,,,,38
20170324-03:00,,13,0,0,,38,,1012,0,0,25,0,0,4,270,West,,,,38
20170324-12:00,,12,0,0,,13,,1006,0,0,38,0,0,10,180,South,,,,38
20170325-03:00,,14,0,0,,34,,1012,0,0,27,0,0,4,0,North,,,0.0,39
20170325-12:00,,12,0,0,,12,,1006,0,0,38,0,0,10,180,South,,,3.7,39
20170326-03:00,Clear,13,0,0,,34,,1014,0,0,26,0,0,4,0,North,,,,30
20170326-12:00,Clear,5,0,0,,7,,1006,0,0,39,0,0,10,0,North,,,,30
20170327-03:00,,11,0,0,,27,,1013,0,0,27,0,0,4,,,,,,41
20170327-12:00,,10,0,0,,20,,1007,0,0,30,0,0,10,180,South,,,,41
20170328-03:00,,11,0,0,,28,,1013,0,0,26,0,0,4,,,,,,40
20170328-12:00,Clear,10,0,0,,9,,1005,0,0,41,0,0,10,180,South,,,0.0,40
20170329-03:00,,13,0,0,,28,,1012,0,0,28,0,0,4,10,North,,,,39
20170329-12:00,,10,0,0,,10,,1006,0,0,40,0,0,10,,,,,,39
20170330-03:00,,11,0,0,,22,,1011,0,0,30,0,0,4,0,North,,,,40
20170330-12:00,,9,0,0,,9,,1005,0,0,39,0,0,10,,,,,,40
20170331-03:00,,14,0,0,,29,,1013,0,0,29,0,0,4,180,South,,,,38
20170331-12:00,,11,0,0,,10,,1005,0,0,40,0,0,10,,,,,,38
20170401-03:00,,13,0,0,,30,,1011,0,0,28,0,0,4,,,,,0.0,37
20170401-12:00,Clear,6,0,0,,7,,1006,0,0,38,0,0,10,0,North,,,,37
20170402-03:00,,12,0,0,,27,,1009,0,0,27,0,0,4,0,North,,,,38
20170402-12:00,,8,0,0,,10,,1003,0,0,37,0,0,10,0,North,,,,38
20170403-03:00,,11,0,0,,25,,1008,0,0,27,0,0,4,,,,,,38
20170403-12:00,Clear,9,0,0,,10,,1004,0,0,38,0,0,10,0,North,,,,38
20170404-03:00,,11,0,0,,29,,1011,0,0,26,0,0,4,,,,,,38
20170404-12:00,Clear,11,0,0,,12,,1004,0,0,38,0,0,10,0,North,,,,38
20170405-03:00,,16,0,0,,45,,1010,0,0,26,0,0,4,,,,,,38
20170405-12:00,Clear,9,0,0,,9,,1003,0,0,38,0,0,10,0,North,,,,38
20170406-03:00,,11,0,0,,30,,1009,0,0,25,0,0,4,270,West,,,,37
20170406-12:00,,11,0,0,,11,,1003,0,0,38,0,0,10,,,,,,37
20170407-03:00,,11,0,0,,27,,1011,0,0,26,0,0,4,270,West,,,,37
20170407-12:00,,7,0,0,,9,,1004,0,0,37,0,0,10,0,North,,,,37
20170408-03:00,,6,0,0,,22,,1012,0,0,23,0,0,4,0,North,,,,38
20170408-12:00,,4,0,0,,6,,1005,0,0,37,0,0,10,180,South,,,,38
20170409-03:00,,13,0,0,,53,,1012,0,0,20,0,0,4,270,West,,,,38
20170409-12:00,,8,0,0,,9,,1004,0,0,38,0,0,10,180,South,,,,38
20170410-12:00,,4,0,0,,6,,1005,0,0,38,0,0,10,0,North,,,0.0,38
20170411-03:00,Clear,5,0,0,,19,,1012,0,0,24,0,0,4,0,North,,,0.0,39
20170411-12:00,,4,0,0,,6,,1005,0,0,38,0,0,10,,,,,,39
20170412-03:00,Clear,4,0,0,,17,,1011,0,0,24,0,0,4,0,North,,,,40
20170412-12:00,Clear,10,0,0,,10,,1004,0,0,39,0,0,10,90,East,,,,40
20170413-12:00,Clear,5,0,0,,6,,1003,0,0,40,0,0,10,180,South,,,,41
20170414-03:00,,9,0,0,,22,,1010,0,0,27,0,0,4,,,,,,39
20170414-12:00,,2,0,0,,4,,1002,0,0,41,0,0,10,,,,,,39
20170415-03:00,,10,0,0,,22,,1007,0,0,29,0,0,4,0,North,,,,39
20170415-12:00,,5,0,0,,6,,1001,0,0,39,0,0,10,0,North,,,,39
20170416-03:00,,9,0,0,,17,,1007,0,0,31,0,0,4,0,North,,,,39
20170416-12:00,,3,0,0,,5,,1002,0,0,39,0,0,10,0,North,,,,39
20170417-03:00,,9,0,0,,18,,1009,0,0,30,0,0,4,270,West,,,,41
20170417-12:00,,4,0,0,,6,,1003,0,0,39,0,0,10,0,North,,,,41
20170418-03:00,,7,0,0,,14,,1009,0,0,31,0,0,4,180,South,,,,40
20170418-12:00,,2,0,0,,4,,1002,0,0,41,0,0,10,0,North,,,,40
20170419-03:00,Clear,8,0,0,,18,,1009,0,0,28,0,0,4,0,North,,,,39
20170419-12:00,,3,0,0,,5,,1001,0,0,40,0,0,10,,,,,,39
20170420-03:00,,6,0,0,,14,,1007,0,0,30,0,0,4,,,,,,28
20170420-12:00,Clear,4,0,0,,6,,1001,0,0,39,0,0,10,0,North,,,0.0,28
20170421-03:00,,10,0,0,,21,,1005,0,0,28,0,0,4,,,,,,38
20170422-03:00,,11,0,0,,25,,1009,0,0,28,0,0,4,,,,,,36
20170422-12:00,Clear,7,0,0,,8,,1002,0,0,38,0,0,10,0,North,,,,36
20170423-03:00,,14,0,0,,31,,1010,0,0,28,0,0,4,270,West,,,,37
20170423-12:00,,9,0,0,,11,,1003,0,0,36,0,0,10,0,North,,,,37
20170424-12:00,,11,0,0,,13,,1005,0,0,37,0,0,10,0,North,,,,38
20170425-03:00,,13,0,0,,32,,1011,0,0,26,0,0,4,,,,,,38
20170425-12:00,,6,0,0,,8,,1004,0,0,38,0,0,10,,,,,,38
20170426-12:00,,7,0,0,,8,,1004,0,0,38,0,0,10,270,West,,,0.0,39
20170427-03:00,Clear,16,0,0,,42,,1011,0,0,26,0,0,4,270,West,,,0.0,39
20170427-12:00,,11,0,0,,11,,1003,0,0,39,0,0,10,270,West,,,,39
20170428-03:00,,11,0,0,,23,,1010,0,0,29,0,0,4,90,East,,,,39
20170428-12:00,,8,0,0,,9,,1003,0,0,39,0,0,10,270,West,,,0.0,39
20170429-03:00,Clear,14,0,0,,27,,1010,0,0,29,0,0,4,180,South,,,0.0,32
20170429-12:00,,10,0,0,,10,,1004,0,0,39,0,0,10,0,North,,,,32
20170430-03:00,,11,0,0,,27,,1010,0,0,27,0,0,4,0,North,,,,40
20170430-12:00,Mostly Cloudy,12,0,0,,19,,1005,0,0,32,0,0,10,270,West,,,,40
20170501-03:00,Clear,15,0,0,,44,,1010,0,0,25,0,0,4,,,,,0.0,39
20170501-12:00,Clear,10,0,0,,9,,1003,0,0,40,0,0,10,0,North,,,0.0,39
20170502-03:00,,10,0,0,,19,,1010,0,0,29,0,0,4,0,North,,,,41
20170502-12:00,,10,0,0,,9,,1004,0,0,39,0,0,10,,,,,,41
20170503-03:00,,25,0,0,,61,,1010,0,0,31,0,0,4,0,North,,,0.0,40
20170503-12:00,,10,0,0,,9,,1004,0,0,41,0,0,10,,,,,,40
20170504-03:00,Clear,12,0,0,,21,,1010,0,0,32,0,0,4,0,North,,,,41
20170504-12:00,Clear,10,0,0,,9,,1004,0,0,40,0,0,10,0,North,,,,41
20170505-03:00,,14,0,0,,22,,1009,0,0,33,0,0,4,,,,,,39
20170505-12:00,,11,0,0,,9,,1003,0,0,41,0,0,10,0,North,,,0.0,39
20170506-03:00,Clear,14,0,0,,22,,1009,0,0,33,0,0,4,270,West,,,0.0,37
20170506-12:00,Clear,12,0,0,,11,,1004,0,0,39,0,0,10,0,North,,,,37
20170507-03:00,,12,0,0,,,,1009,0,0,,0,0,0.05,30,NNE,,,33.3,40
20170507-12:00,Clear,15,0,0,,18,,1004,0,0,37,0,0,10,0,North,,,0.0,40
20170508-03:00,,13,0,0,,25,,1010,0,0,30,0,0,4,270,West,,,,39
20170508-12:00,,11,0,0,,10,,1002,0,0,40,0,0,10,,,,,,39
20170509-03:00,,14,0,0,,27,,1009,0,0,30,0,0,4,270,West,,,,41
20170509-12:00,,8,0,0,,8,,1002,0,0,39,0,0,10,0,North,,,0.0,41
20170510-03:00,,16,0,0,,34,,1009,0,0,29,0,0,4,0,North,,,0.0,40
20170510-12:00,,11,0,0,,10,,1001,0,0,41,0,0,10,0,North,,,,40
20170511-03:00,,14,0,0,,24,,1008,0,0,31,0,0,4,0,North,,,,41
20170511-12:00,,10,0,0,,10,,1003,0,0,40,0,0,10,180,South,,,,41
20170512-03:00,Clear,15,0,0,,27,,1008,0,0,31,0,0,4,0,North,,,,42
20170512-12:00,,14,0,0,,13,,1001,0,0,41,0,0,10,0,North,,,,42
20170513-03:00,Clear,17,0,0,,26,,1007,0,0,34,0,0,4,0,North,,,,42
20170513-12:00,,15,0,0,,13,,1000,0,0,42,0,0,10,,,,,,42
20170514-03:00,,19,0,0,,33,,1007,0,0,33,0,0,4,0,North,,,,40
20170514-12:00,,14,0,0,,12,,1000,0,0,42,0,0,10,0,North,,,,40
20170515-03:00,Clear,17,0,0,,29,,1001,0,0,32,0,0,4,0,North,,,0.0,38
20170515-12:00,,17,0,0,,18,,1001,0,0,40,0,0,10,,,,,,38
20170516-03:00,,19,0,0,,36,,1005,0,0,32,0,0,4,0,North,,,,39
20170516-12:00,,16,0,0,,18,,1000,0,0,38,0,0,10,,,,,,39
20170517-03:00,,16,0,0,,28,,1006,0,0,33,0,0,4,0,North,,,0.0,41
20170517-12:00,,17,0,0,,18,,1001,0,0,39,0,0,10,0,North,,,0.0,41
20170518-03:00,,16,0,0,,29,,1006,0,0,32,0,0,4,0,North,,,,39
20170518-12:00,,16,0,0,,15,,1001,0,0,41,0,0,10,270,West,,,,39
20170519-03:00,,18,0,0,,34,,1007,0,0,32,0,0,4,0,North,,,0.0,41
20170519-12:00,,15,0,0,,15,,1003,0,0,39,0,0,10,,,,,,41
20170520-03:00,Clear,17,0,0,,34,,1008,0,0,31,0,0,4,270,West,,,,39
20170520-12:00,,12,0,0,,10,,1000,0,0,41,0,0,10,0,North,,,,39
20170521-12:00,,14,0,0,,14,,1001,0,0,39,0,0,10,,,,,,30
20170522-03:00,,18,0,0,,38,,1007,0,0,30,0,0,4,,,,,0.0,40
20170523-03:00,,17,0,0,,30,,1007,0,0,32,0,0,4,0,North,,,,42
20170523-12:00,Clear,16,0,0,,16,,1001,0,0,40,0,0,10,0,North,,,,42
20170524-03:00,,10,0,0,,9,,1005,0,0,40,0,0,4,,,,,,28
20170524-12:00,,3,0,0,,4,,1000,0,0,42,0,0,10,0,North,,,,28
20170525-03:00,,16,0,0,,25,,1004,0,0,33,0,0,4,,,,,,39
20170525-12:00,Mostly Cloudy,21,0,0,,59,,1002,0,0,28,0,0,10,180,South,,,,39
20170526-03:00,,19,0,0,,43,,1004,0,0,30,0,0,4,270,West,,,,40
20170526-12:00,,17,0,0,,18,,999,0,0,39,0,0,10,,,,,0.0,40
20170527-03:00,,18,0,0,,40,,1004,0,0,30,0,0,4,0,North,,,,39
20170527-12:00,,17,0,0,,17,,1003,0,0,40,0,0,10,0,North,,,,39
20170528-03:00,Clear,19,0,0,,45,,1004,0,0,29,0,0,4,0,North,,,,29
20170528-12:00,,17,0,0,,18,,998,0,0,39,0,0,10,0,North,,,,29
20170529-03:00,,19,0,0,,44,,1004,0,0,29,0,0,4,,,,,,36
20170530-03:00,,17,0,0,,38,,1002,0,0,29,0,0,4,,,,,,40
20170530-12:00,Clear,17,0,0,,23,,995,0,0,36,0,0,10,180,South,,,0.0,40
20170531-03:00,,18,0,0,,41,,1002,0,0,29,0,0,4,,,,,,29
20170531-12:00,Clear,18,0,0,,18,,995,0,0,40,0,0,10,0,North,,,,29
20170601-03:00,,20,0,0,,46,,1002,0,0,29,0,0,4,0,North,,,,28
20170602-03:00,Clear,22,0,0,,58,,1004,0,0,28,0,0,4,0,North,,,0.0,25
20170603-12:00,Mostly Cloudy,25,0,0,,98,,1003,0,0,25,0,0,10,0,North,,,0.0,35
20170604-03:00,,21,0,0,,62,,1007,0,0,27,0,0,4,0,North,,,0.0,36
